Categoria,Medio,Fecha,Titulo,Resumen,ComentarioReaccion,TonoSentimiento
Generacion Z,TikTok,2022-10-02,Opinión sobre la crisis generacional,La relación entre la inteligencia artificial y nue...,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta? Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.,1
Generacion Z,TikTok,2022-12-02,Opinión sobre la crisis generacional,La relación entre la inteligencia artificial y nue...,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta?,10
Generacion Z,El Financiero,2023-07-19,Opinión sobre la crisis generacional,La cultura actual parece obsesionada con lo nuevo ...,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero.",10
Generacion Z,Twitter,2022-08-05,Opinión sobre la crisis generacional,La cultura actual parece obsesionada con lo nuevo ...,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero.",1
Generacion Z,TikTok,2024-03-16,Opinión sobre la crisis generacional,La relación entre la inteligencia artificial y nue...,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta?,10
Generacion Z,Twitter,2022-08-28,Opinión sobre la crisis generacional,Estamos tan acostumbrados a la recompensa instantá...,Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible. ¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?,10
Generacion Z,Twitter,2022-04-20,Opinión sobre la crisis generacional,La relación entre la inteligencia artificial y nue...,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta?,5
Generacion Z,Twitter,2022-09-06,Opinión sobre la crisis generacional,¿Seguimos siendo sujetos libres si los algoritmos ...,¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece? Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en TikTok.,5
Generacion Z,TikTok,2024-03-25,Opinión sobre la crisis generacional,"La Generación Z ha heredado un mundo acelerado, ca...","La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese ruido es un acto filosófico profundo.",10
Generacion Z,El País,2023-04-09,Opinión sobre la crisis generacional,Estamos tan acostumbrados a la recompensa instantá...,Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.,10
Generacion Z,El País,2022-11-24,Opinión sobre la crisis generacional,Todo se mueve tan rápido que incluso los recuerdos...,Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra cualquier intento de construir algo que perdure.,1
Generacion Z,Twitter,2023-04-15,Opinión sobre la crisis generacional,La IA puede predecir nuestras emociones con una pr...,La IA puede predecir nuestras emociones con una precisión inquietante. ¿Qué queda entonces de nuestra espontaneidad?,10
Generacion Z,TikTok,2023-06-21,Opinión sobre la crisis generacional,¿Seguimos siendo sujetos libres si los algoritmos ...,¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?,10
Generacion Z,TikTok,2022-12-20,Opinión sobre la crisis generacional,El ruido constante de las redes sociales hace difí...,El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones?,10
Generacion Z,YouTube,2024-02-15,Opinión sobre la crisis generacional,La identidad en línea se construye y se desmonta c...,"La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos. La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante.",1
Generacion Z,Twitter,2022-07-29,Opinión sobre la crisis generacional,No sé si la tecnología nos está liberando del esfu...,No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.,1
Generacion Z,TikTok,2023-03-14,Opinión sobre la crisis generacional,¿Seguimos siendo sujetos libres si los algoritmos ...,¿Seguimos siendo sujetos libres si los algoritmos determinan qué contenido vemos y qué contenido nunca nos aparece?,1
Generacion Z,TikTok,2023-01-06,Opinión sobre la crisis generacional,La cultura actual parece obsesionada con lo nuevo ...,"La cultura actual parece obsesionada con lo nuevo y lo inmediato, dejando poco espacio para la reflexión o el compromiso duradero.",5
Generacion Z,TikTok,2022-07-09,Opinión sobre la crisis generacional,La Generación Z enfrenta un dilema existencial: qu...,"La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante.",1
Generacion Z,Twitter,2023-09-29,Opinión sobre la crisis generacional,"Muchos jóvenes sienten que el futuro es incierto, ...","Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",1
Generacion Z,YouTube,2022-04-24,Opinión sobre la crisis generacional,"Muchos jóvenes sienten que el futuro es incierto, ...","Muchos jóvenes sienten que el futuro es incierto, no por falta de oportunidades, sino por exceso de opciones que terminan paralizando.",10
Generacion Z,YouTube,2022-04-20,Opinión sobre la crisis generacional,"La Generación Z ha heredado un mundo acelerado, ca...","La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese ruido es un acto filosófico profundo.",5
Generacion Z,Twitter,2023-12-28,Opinión sobre la crisis generacional,Antes los proyectos de vida eran a largo plazo; ho...,Antes los proyectos de vida eran a largo plazo; hoy parece que nuestra identidad cambia tan rápido como las tendencias en TikTok.,1
Generacion Z,YouTube,2022-01-09,Opinión sobre la crisis generacional,Cada vez que una app me recomienda qué ver o qué c...,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",5
Generacion Z,YouTube,2023-06-09,Opinión sobre la crisis generacional,La relación entre la inteligencia artificial y nue...,La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta?,10
Generacion Z,Twitter,2023-12-18,Opinión sobre la crisis generacional,Todo se mueve tan rápido que incluso los recuerdos...,Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra cualquier intento de construir algo que perdure.,5
Generacion Z,TikTok,2022-06-10,Opinión sobre la crisis generacional,Estamos tan acostumbrados a la recompensa instantá...,Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.,5
Generacion Z,El Financiero,2024-05-02,Opinión sobre la crisis generacional,Estamos tan acostumbrados a la recompensa instantá...,Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible.,5
Generacion Z,TikTok,2024-03-23,Opinión sobre la crisis generacional,Cada vez que una app me recomienda qué ver o qué c...,"Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección. Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",10
Generacion Z,TikTok,2023-07-20,Opinión sobre la crisis generacional,Todo se mueve tan rápido que incluso los recuerdos...,"Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra cualquier intento de construir algo que perdure. Cada vez que una app me recomienda qué ver o qué comprar, siento que renuncio un poco más a mi libertad de elección.",1
Generacion Z,YouTube,2023-06-27,Opinión sobre la crisis generacional,Muchos jóvenes tienen una sensación de vacío difíc...,"Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",5
Generacion Z,YouTube,2022-11-29,Opinión sobre la crisis generacional,El ruido constante de las redes sociales hace difí...,El ruido constante de las redes sociales hace difícil encontrar silencio interior. ¿Cómo pensar profundamente en medio de tantas distracciones?,5
Generacion Z,Twitter,2022-01-26,Opinión sobre la crisis generacional,La identidad en línea se construye y se desmonta c...,"La identidad en línea se construye y se desmonta como si fuera un proyecto temporal. Nada parece sólido, ni siquiera la idea de quién somos.",5
Generacion Z,Twitter,2022-12-26,Opinión sobre la crisis generacional,Todo se mueve tan rápido que incluso los recuerdos...,Todo se mueve tan rápido que incluso los recuerdos parecen caducar. La cultura de lo efímero borra cualquier intento de construir algo que perdure. No sé si la tecnología nos está liberando del esfuerzo o si nos está convirtiendo en espectadores pasivos de nuestra propia vida.,5
Generacion Z,TikTok,2024-06-05,Opinión sobre la crisis generacional,A veces siento que la presión de mostrar una vida ...,A veces siento que la presión de mostrar una vida perfecta en redes sociales nos roba la oportunidad de ser auténticos. La Generación Z vive entre expectativas irreales y una búsqueda constante de validación.,1
Generacion Z,Twitter,2024-04-26,Opinión sobre la crisis generacional,Estamos tan acostumbrados a la recompensa instantá...,"Estamos tan acostumbrados a la recompensa instantánea que cualquier proyecto que requiera paciencia nos parece imposible. La Generación Z enfrenta un dilema existencial: querer cambiar el mundo, pero estar atrapada en dinámicas de inmediatez y consumo constante.",10
Generacion Z,Twitter,2022-12-08,Opinión sobre la crisis generacional,La presión por ser productivo todo el tiempo está ...,La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vida debe ser rendimiento.,1
Generacion Z,YouTube,2023-06-27,Opinión sobre la crisis generacional,"La Generación Z ha heredado un mundo acelerado, ca...","La Generación Z ha heredado un mundo acelerado, caótico y saturado. Buscar sentido en medio de ese ruido es un acto filosófico profundo.",5
Generacion Z,El País,2023-12-27,Opinión sobre la crisis generacional,La relación entre la inteligencia artificial y nue...,"La relación entre la inteligencia artificial y nuestra autonomía se está volviendo difusa. ¿Hasta qué punto delegamos decisiones importantes sin darnos cuenta? Muchos jóvenes tienen una sensación de vacío difícil de explicar. Vivimos en un mundo hiperconectado, pero paradójicamente, cada día nos sentimos más solos.",5
Generacion Z,Twitter,2023-05-26,Opinión sobre la crisis generacional,La presión por ser productivo todo el tiempo está ...,La presión por ser productivo todo el tiempo está quemando a una generación entera. No todo en la vida debe ser rendimiento.,5
